id,carat,cut,color,clarity,depth,table,price,x,y,z
972,0.75,Ideal,F,VS2,62.5,57.0,2893,5.78,5.83,3.63
46938,0.52,Premium,E,VS2,60.3,60.0,1815,5.21,5.17,3.13
21980,1.0,Premium,D,VVS2,61.6,60.0,10046,6.41,6.36,3.93
53706,0.6,Ideal,F,VVS2,61.0,57.0,2718,5.43,5.46,3.32
44112,0.57,Ideal,H,VS2,61.6,55.0,1558,5.34,5.36,3.29
39769,0.36,Ideal,E,VS1,61.7,56.0,1094,4.58,4.56,2.82
43808,0.51,Premium,H,VS1,62.5,58.0,1443,5.12,5.09,3.19
47041,0.55,Premium,D,SI1,61.2,58.0,1819,5.29,5.24,3.22
21191,1.61,Premium,H,SI1,61.4,58.0,9341,7.59,7.53,4.64
53298,0.3,Ideal,D,SI1,61.7,56.0,552,4.31,4.35,2.67
17453,1.01,Good,F,VS1,63.3,60.0,6999,6.32,6.35,4.01
36065,0.38,Ideal,E,VS1,61.8,54.7,924,4.66,4.68,2.89
16622,1.13,Ideal,G,VS2,62.7,57.0,6644,6.68,6.65,4.18
11898,1.01,Very Good,G,VS2,62.8,58.0,5119,6.35,6.42,4.01
14905,1.01,Good,G,VS2,63.1,59.0,5999,6.37,6.4,4.03
33314,0.35,Premium,D,SI1,60.2,57.0,827,4.61,4.56,2.76
866,1.02,Ideal,I,I1,61.7,56.0,2872,6.44,6.49,3.99
22023,0.42,Ideal,J,VS2,62.0,55.0,628,4.81,4.87,3.0
47134,0.7,Very Good,H,SI1,62.6,57.0,1830,5.64,5.7,3.55
51414,0.52,Ideal,E,VVS2,61.9,55.0,2371,5.15,5.19,3.2
22269,1.23,Ideal,G,VVS2,62.7,56.0,10317,6.81,6.84,4.28
28917,0.3,Premium,G,VVS2,62.0,58.0,684,4.26,4.29,2.65
38838,0.46,Very Good,G,VS1,62.8,57.0,1049,4.92,4.83,3.06
16975,1.25,Ideal,D,SI2,61.9,54.4,6779,6.9,6.93,4.28
3848,0.74,Very Good,D,VS2,59.8,58.0,3476,5.9,5.94,3.54
14311,1.24,Ideal,H,SI2,62.0,56.0,5797,6.87,6.9,4.27
32849,0.4,Very Good,H,VS1,62.7,56.0,807,4.71,4.73,2.96
18346,1.01,Premium,F,VS1,62.5,58.0,7465,6.37,6.42,4.0
43865,0.5,Ideal,G,VS2,60.9,58.0,1449,5.1,5.12,3.11
34378,0.41,Ideal,F,VS2,61.4,55.0,863,4.78,4.83,2.95
50542,0.52,Ideal,E,VS1,61.8,56.0,2275,5.17,5.19,3.2
6202,1.02,Premium,H,SI2,62.4,59.0,3998,6.42,6.37,3.99
47160,0.76,Ideal,J,SI2,61.5,54.0,1833,5.9,5.93,3.64
50316,0.7,Ideal,E,SI2,61.2,55.0,2239,5.76,5.68,3.5
2420,0.91,Fair,H,SI1,64.8,57.0,3180,6.12,6.07,3.95
30804,0.3,Good,F,IF,60.0,63.0,742,4.3,4.36,2.6
15741,1.0,Very Good,G,VS2,60.8,55.0,6296,6.46,6.49,3.94
41491,0.5,Ideal,F,SI1,60.1,56.0,1232,5.19,5.22,3.13
30253,0.34,Very Good,F,VVS2,59.6,60.0,724,4.54,4.59,2.72
40501,0.37,Premium,D,VVS1,61.4,58.0,1142,4.65,4.63,2.85
29582,0.41,Very Good,E,SI1,61.8,60.0,705,4.74,4.78,2.94
13542,1.14,Ideal,D,SI2,61.4,56.0,5548,6.69,6.77,4.13
31596,0.2,Ideal,E,VS2,59.7,55.0,367,3.86,3.84,2.3
28059,0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88
8009,0.9,Very Good,H,VS1,62.5,58.0,4328,6.08,6.14,3.82
16654,1.53,Fair,J,VS2,64.7,58.0,6659,7.24,7.22,4.68
14664,1.01,Very Good,G,VS2,61.6,58.0,5919,6.4,6.45,3.96
3204,0.97,Premium,H,SI2,58.8,58.0,3346,6.44,6.41,3.78
6454,0.93,Premium,H,VS2,61.0,60.0,4050,6.29,6.26,3.82
24918,1.73,Premium,F,SI1,58.0,62.0,13365,7.95,7.91,4.6
4743,0.9,Very Good,G,SI1,63.0,57.0,3681,6.13,6.19,3.88
36703,0.4,Very Good,D,VS2,63.5,55.0,952,4.69,4.66,2.97
47423,0.7,Good,F,SI2,64.3,57.0,1851,5.6,5.53,3.58
1882,0.78,Very Good,G,VS2,61.7,58.0,3074,5.87,5.92,3.64
52859,0.72,Ideal,G,VS2,62.7,56.0,2578,5.72,5.76,3.6
11909,1.01,Very Good,D,SI1,62.2,58.0,5122,6.36,6.4,3.97
7701,1.01,Fair,D,SI1,65.9,60.0,4276,6.32,6.18,4.12
38549,0.34,Ideal,E,VS1,61.4,57.0,1033,4.5,4.46,2.75
24868,2.02,Good,I,SI1,64.3,56.0,13286,7.85,7.99,5.09
1659,0.9,Good,H,SI2,63.1,60.0,3024,6.09,6.14,3.86
21254,1.24,Good,G,VS1,60.2,63.0,9405,6.96,6.99,4.2
30384,0.43,Very Good,I,VS1,60.9,55.0,730,4.89,4.99,3.01
18188,1.2,Ideal,G,SI1,61.6,57.0,7372,6.85,6.88,4.23
17212,1.0,Very Good,D,VS2,62.6,56.0,6881,6.33,6.39,3.98
41020,0.25,Premium,G,SI2,59.0,60.0,1186,5.33,5.28,3.12
51793,0.7,Good,E,VS2,64.2,60.0,2415,5.64,5.58,3.6
12914,1.13,Premium,G,SI1,60.9,60.0,5376,6.76,6.67,4.09
40112,0.41,Premium,F,VVS2,60.1,59.0,1115,4.79,4.82,2.89
21520,1.71,Ideal,H,VS2,61.9,57.0,9618,7.67,7.61,4.73
52609,0.7,Very Good,G,SI1,62.5,59.0,2545,5.69,5.73,3.57
15587,1.5,Premium,H,SI2,61.1,59.0,6250,7.41,7.35,4.51
52879,0.74,Very Good,F,SI1,59.8,58.0,2583,5.89,5.94,3.54
15679,1.09,Ideal,H,VS2,61.3,56.0,6288,6.57,6.63,4.05
36245,0.41,Ideal,E,VS2,61.8,56.0,935,4.74,4.78,2.94
45199,0.51,Premium,E,VS2,61.7,58.0,1656,5.12,5.15,3.17
30642,0.36,Ideal,I,IF,61.9,54.0,735,4.57,4.6,2.84
26752,2.24,Very Good,I,SI2,61.7,57.7,16558,8.37,8.43,5.18
3202,0.78,Ideal,E,SI1,61.6,56.0,3345,5.94,6.0,3.68
15923,1.01,Very Good,G,VS1,62.3,60.0,6368,6.35,6.49,4.0
31873,0.3,Ideal,H,VVS2,62.1,56.0,776,4.32,4.28,2.67
8428,0.92,Ideal,G,SI2,61.9,57.0,4406,6.23,6.25,3.86
26694,0.28,Very Good,H,VS1,62.4,56.0,429,4.2,4.23,2.63
48461,0.5,Good,G,IF,64.0,55.0,1976,5.05,5.08,3.24
24876,1.51,Premium,G,VS1,61.1,58.0,13293,7.38,7.36,4.5
33881,0.3,Ideal,E,VS2,62.6,56.0,844,4.33,4.29,2.7
47421,0.57,Ideal,E,VS2,61.8,56.0,1851,5.29,5.33,3.28
7569,1.04,Premium,I,SI1,62.5,62.0,4252,6.45,6.39,4.01
7439,1.18,Ideal,E,I1,61.6,56.0,4229,6.82,6.79,4.19
15943,1.0,Ideal,G,VS2,62.4,59.0,6377,6.36,6.4,3.98
2454,0.74,Ideal,E,VS2,59.5,57.0,3189,5.92,5.94,3.53
10216,1.26,Ideal,J,SI2,62.5,53.0,4742,6.9,6.86,4.3
5240,0.92,Good,F,SI2,63.7,64.0,3787,6.13,6.08,3.89
20486,1.05,Ideal,D,VS1,60.5,57.0,8820,6.61,6.58,3.99
351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
48119,0.5,Ideal,D,VS1,61.9,55.0,1937,5.09,5.12,3.16
16520,1.0,Premium,E,VS2,61.8,59.0,6600,6.38,6.41,3.95
12915,1.2,Premium,H,SI2,62.2,58.0,5376,6.79,6.74,4.21
12761,1.21,Premium,H,SI2,62.7,59.0,5324,6.75,6.78,4.24
6257,0.92,Premium,E,SI2,61.7,59.0,4011,6.18,6.27,3.84
9247,1.01,Very Good,H,VS2,63.3,57.0,4559,6.32,6.27,3.99
18946,1.21,Ideal,H,IF,61.0,57.0,7789,6.79,6.89,4.17
38821,0.5,Good,I,VS2,60.4,64.0,1047,5.12,5.08,3.08
52525,0.8,Ideal,F,SI2,62.4,57.0,2529,5.92,5.97,3.71
19210,1.21,Ideal,H,VVS2,60.4,57.0,7954,6.9,6.93,4.18
22364,0.31,Ideal,H,VS2,62.4,55.0,628,4.36,4.33,2.71
35238,0.39,Premium,F,VS1,61.7,58.0,894,4.69,4.71,2.9
9200,0.95,Ideal,G,VS2,61.6,56.0,4549,6.34,6.3,3.89
6789,0.96,Premium,E,SI2,62.6,60.0,4113,6.32,6.26,3.94
37433,0.33,Premium,G,IF,60.8,58.0,984,4.42,4.46,2.7
3759,0.75,Ideal,D,VS2,62.4,55.0,3456,5.83,5.8,3.63
36406,0.31,Ideal,D,VS2,59.0,57.0,942,4.48,4.44,2.63
38896,0.51,Fair,F,SI1,65.6,54.0,1052,5.07,5.02,3.31
8406,1.07,Premium,G,SI2,62.9,59.0,4401,6.58,6.51,4.12
19577,1.53,Premium,J,VS1,62.8,59.0,8205,7.34,7.31,4.6
32646,0.31,Premium,H,VVS2,61.9,58.0,802,4.36,4.33,2.69
3956,1.52,Fair,H,I1,64.9,58.0,3504,7.18,7.13,4.65
38059,0.41,Ideal,E,VVS2,62.5,57.0,1013,4.71,4.76,2.96
28469,0.27,Ideal,G,IF,61.0,56.0,672,4.17,4.19,2.55
21516,1.61,Ideal,I,SI1,62.7,55.0,9611,7.54,7.48,4.71
11314,1.15,Premium,G,SI2,62.2,60.0,4985,6.69,6.66,4.15
31421,0.34,Ideal,F,VS1,61.1,55.0,764,4.53,4.57,2.78
16182,1.0,Premium,F,VS2,62.4,60.0,6468,6.38,6.35,3.97
5727,0.27,Very Good,D,VVS2,64.6,53.0,575,4.04,4.1,2.63
14975,1.27,Very Good,I,VS2,63.3,63.0,6031,6.87,6.82,4.33
53455,0.7,Ideal,F,VS2,62.2,55.0,2676,5.66,5.72,3.54
5888,1.03,Good,G,SI2,63.7,60.0,3929,6.28,6.35,4.02
32319,0.3,Good,G,VVS1,63.5,57.0,789,4.23,4.27,2.7
29356,0.31,Ideal,G,VS2,63.0,54.0,698,4.37,4.33,2.74
26999,1.02,Very Good,D,IF,61.7,59.0,17100,6.42,6.52,3.99
39214,0.4,Very Good,G,VVS1,60.7,55.0,1066,4.81,4.84,2.93
23386,0.4,Premium,F,SI2,62.6,60.0,631,4.65,4.68,2.92
12625,1.0,Fair,F,SI1,64.8,59.0,5292,6.29,6.24,4.06
15501,1.0,Good,F,VS2,63.8,58.0,6209,6.32,6.28,4.02
49096,0.71,Very Good,I,SI1,60.2,58.0,2063,5.76,5.83,3.49
22065,1.3,Ideal,F,VS2,62.2,56.0,10090,6.98,6.94,4.33
8390,0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52
37077,0.41,Premium,F,SI1,62.6,55.0,969,4.78,4.74,2.98
43969,0.23,Very Good,E,VVS1,62.9,59.0,518,3.9,3.95,2.47
51688,0.55,Ideal,G,IF,60.6,56.0,2399,5.31,5.33,3.22
4517,1.0,Fair,D,SI2,65.2,56.0,3634,6.27,6.21,4.07
45853,0.56,Ideal,H,VS1,61.1,57.0,1715,5.31,5.34,3.25
49058,0.69,Good,E,VS2,58.7,64.0,2057,5.73,5.79,3.38
41663,0.4,Ideal,G,IF,63.1,54.0,1239,4.69,4.73,2.97
22850,1.5,Ideal,H,VS2,62.2,57.0,10886,7.33,7.27,4.54
19925,1.01,Premium,F,VVS2,61.8,59.0,8470,6.46,6.42,3.98
20005,1.35,Premium,H,VS1,62.3,58.0,8543,7.1,7.05,4.41
20979,1.23,Very Good,E,VS2,58.9,59.0,9193,6.98,7.05,4.13
21829,1.52,Good,H,SI1,63.6,57.0,9898,7.25,7.3,4.63
38727,0.4,Ideal,G,VVS1,62.3,54.0,1043,4.75,4.76,2.96
1623,0.71,Ideal,H,VVS1,61.8,56.0,3014,5.7,5.75,3.54
30071,0.32,Premium,G,VS2,62.3,60.0,720,4.4,4.37,2.73
33369,0.41,Very Good,G,VS2,61.3,57.0,827,4.76,4.8,2.93
38086,0.3,Ideal,E,VVS2,61.8,56.0,1013,4.35,4.33,2.68
44732,0.56,Ideal,H,VS1,61.8,55.0,1616,5.3,5.34,3.29
47786,0.6,Ideal,E,VS2,61.8,56.0,1897,5.41,5.46,3.36
23590,1.7,Ideal,H,VS2,62.3,57.0,11605,7.68,7.65,4.78
32330,0.3,Ideal,E,VVS2,61.4,57.0,789,4.32,4.34,2.66
16758,1.01,Ideal,G,VS1,62.4,56.0,6672,6.39,6.44,4.0
13995,1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04
17917,1.2,Ideal,H,VS2,62.4,56.6,7235,6.74,6.8,4.22
45226,0.54,Very Good,F,VS1,60.0,61.0,1657,5.31,5.26,3.17
18589,1.56,Very Good,I,SI1,62.9,58.0,7584,7.31,7.35,4.61
21908,1.71,Very Good,H,VS1,63.5,59.0,9974,7.59,7.52,4.8
30416,0.32,Ideal,G,VVS2,61.7,57.0,730,4.41,4.44,2.73
24031,0.35,Ideal,G,VS2,61.0,57.0,633,4.54,4.57,2.78
35566,0.35,Ideal,G,VS1,62.1,56.0,906,4.56,4.52,2.82
31062,0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
48450,0.55,Ideal,E,VS1,61.7,55.0,1975,5.27,5.29,3.26
40954,0.42,Ideal,G,VVS1,61.6,55.0,1179,4.81,4.87,2.98
4755,0.91,Very Good,F,SI2,61.2,59.0,3688,6.2,6.22,3.8
49754,0.72,Very Good,F,SI2,60.4,59.0,2158,5.8,5.83,3.51
46943,0.52,Premium,E,VS2,62.5,56.0,1815,5.18,5.15,3.23
4241,0.71,Ideal,D,VS1,60.4,60.0,3576,5.77,5.82,3.5
53206,0.71,Premium,F,SI1,59.8,61.0,2633,5.81,5.79,3.47
49833,0.6,Fair,G,VVS2,57.9,67.0,2167,5.66,5.47,3.23
50446,0.6,Ideal,D,SI1,61.4,55.0,2263,5.45,5.47,3.35
18717,0.27,Very Good,E,VVS1,61.5,58.0,620,4.16,4.23,2.58
41440,0.46,Good,F,VS1,59.2,63.0,1228,5.0,5.03,2.97
11646,1.14,Very Good,H,VS2,59.9,57.0,5053,6.78,6.81,4.07
22980,1.02,Ideal,E,VVS1,61.4,57.0,11028,6.39,6.47,3.95
35013,0.4,Premium,E,SI1,61.4,58.0,882,4.81,4.77,2.94
47306,0.31,Ideal,J,VS2,62.3,54.0,396,4.35,4.38,2.72
50714,0.53,Ideal,G,IF,60.6,56.0,2293,5.27,5.33,3.21
26421,1.72,Premium,G,VS2,61.1,58.0,15946,7.73,7.69,4.71
14386,0.3,Premium,H,VVS2,62.4,58.0,605,4.26,4.3,2.67
39105,0.41,Ideal,H,VS1,61.8,56.0,1061,4.81,4.77,2.96
50421,0.55,Ideal,F,VVS2,60.7,56.0,2259,5.31,5.34,3.23
21681,1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56
50653,0.31,Premium,H,VS1,62.4,58.0,544,4.32,4.36,2.71
37538,0.4,Ideal,E,VVS2,61.7,57.0,988,4.73,4.77,2.93
49012,0.71,Very Good,I,VS2,62.3,58.0,2052,5.68,5.72,3.55
13548,1.11,Premium,H,VS2,62.4,58.0,5550,6.69,6.57,4.14
17876,0.9,Good,E,VVS1,63.4,60.0,7214,6.06,6.11,3.86
27194,2.01,Ideal,G,SI1,59.2,57.0,17492,8.23,8.19,4.86
28374,0.34,Ideal,I,IF,62.2,53.5,668,4.5,4.52,2.8
37662,0.42,Premium,F,SI1,62.7,55.0,992,4.83,4.8,3.02
710,0.73,Very Good,F,VS2,62.5,57.0,2855,5.7,5.75,3.58
33224,0.39,Very Good,F,VS2,62.4,58.0,821,4.61,4.65,2.89
6463,0.71,Ideal,E,VS1,61.9,56.0,4053,5.7,5.73,3.54
7593,1.0,Ideal,H,SI2,62.6,56.0,4256,6.38,6.34,3.98
16347,1.03,Very Good,G,VS1,63.0,56.0,6539,6.43,6.46,4.06
31851,0.3,Good,G,VS1,63.6,54.0,776,4.31,4.25,2.72
38137,0.3,Premium,G,VVS1,62.4,57.0,1013,4.29,4.27,2.67
4126,0.64,Very Good,E,VVS2,61.8,59.0,3541,5.51,5.53,3.41
14741,1.01,Ideal,H,VS2,61.7,56.0,5936,6.45,6.47,3.98
43460,0.46,Very Good,E,VS1,60.3,59.2,1417,4.96,5.02,3.01
45394,0.54,Premium,F,VS2,58.9,59.0,1667,5.37,5.32,3.15
32637,0.25,Ideal,G,VS2,61.4,57.0,459,4.08,4.1,2.51
39832,0.5,Premium,E,SI2,61.0,62.0,1097,5.13,5.09,3.12
31879,0.3,Very Good,H,VVS2,63.4,57.0,776,4.24,4.21,2.68
17832,1.0,Good,E,VS1,60.0,65.0,7190,6.48,6.43,3.87
12125,1.0,Very Good,D,VS2,63.4,59.0,5169,6.35,6.3,4.01
879,1.0,Ideal,I,SI2,61.7,56.0,2873,6.45,6.41,3.97
12331,1.2,Very Good,I,SI1,61.2,62.0,5226,6.75,6.84,4.16
35988,0.42,Very Good,H,VVS2,62.4,55.0,921,4.78,4.81,2.99
3247,0.96,Premium,G,SI1,62.0,57.0,3355,6.34,6.31,3.92
44702,0.5,Good,F,VS1,61.5,61.0,1613,5.01,5.07,3.1
27823,0.34,Premium,D,SI2,59.2,59.0,650,4.58,4.54,2.7
27411,2.18,Premium,G,SI2,61.9,60.0,18003,8.29,8.24,5.12
41076,0.41,Premium,F,VVS2,60.4,58.0,1192,4.84,4.8,2.91
43125,0.51,Very Good,E,SI1,62.1,60.0,1386,5.08,5.03,3.14
52312,0.38,Very Good,I,VS2,62.4,56.0,549,4.65,4.58,2.88
9877,1.01,Ideal,H,SI1,61.4,60.0,4680,6.48,6.45,3.97
42305,0.5,Very Good,F,SI1,61.4,57.0,1295,5.08,5.12,3.13
5583,1.12,Ideal,E,SI2,60.9,57.0,3864,6.66,6.6,4.04
21399,1.51,Premium,E,SI2,61.1,60.0,9513,7.37,7.27,4.47
4592,1.11,Premium,D,I1,61.9,58.0,3655,6.66,6.63,4.11
43143,0.46,Premium,D,VS2,60.9,58.0,1388,4.97,4.94,3.02
30982,0.37,Good,F,VS2,63.3,56.0,746,4.56,4.63,2.91
10198,0.91,Very Good,F,VS1,63.5,56.0,4739,6.18,6.14,3.91
14017,1.01,Good,G,VS2,63.7,56.0,5701,6.4,6.32,4.05
47834,0.52,Ideal,G,VVS2,62.7,55.0,1906,5.12,5.15,3.22
22307,1.04,Premium,E,VVS1,62.5,59.0,10350,6.41,6.46,4.02
22638,2.0,Ideal,F,I1,60.3,56.0,10685,8.27,8.16,4.94
25475,1.5,Ideal,F,VS2,61.4,55.0,14242,7.35,7.44,4.54
50511,0.7,Good,I,VS1,64.3,58.0,2271,5.56,5.61,3.59
35959,0.33,Very Good,H,SI1,63.0,58.0,475,4.4,4.42,2.78
46356,0.71,Very Good,J,SI1,61.0,61.0,1760,5.66,5.71,3.47
19078,1.22,Premium,G,VS1,61.6,60.0,7850,6.85,6.88,4.23
48848,0.81,Fair,F,SI2,65.7,57.0,2031,5.8,5.75,3.79
9043,0.27,Ideal,I,IF,60.5,57.0,587,4.2,4.22,2.55
8999,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
31350,0.34,Ideal,E,VS2,61.8,54.0,760,4.49,4.5,2.78
13099,1.21,Premium,I,SI1,62.1,56.0,5421,6.92,6.76,4.25
42267,0.44,Ideal,D,VS1,62.3,55.0,1294,4.88,4.84,3.03
32224,0.31,Ideal,G,VVS1,60.2,58.0,789,4.37,4.4,2.64
36709,0.46,Ideal,J,VVS1,62.5,56.0,953,4.89,4.93,3.07
9383,0.32,Ideal,D,SI1,62.0,55.0,589,4.37,4.47,2.74
32767,0.34,Ideal,D,SI1,61.2,57.0,803,4.51,4.48,2.75
626,0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
9329,1.27,Premium,J,VS2,62.2,58.0,4580,6.88,6.84,4.27
51204,0.7,Good,H,VS2,64.2,58.0,2351,5.61,5.58,3.59
42894,0.51,Ideal,D,SI2,62.5,55.0,1359,5.15,5.12,3.21
41351,0.57,Good,H,SI1,63.1,54.0,1218,5.28,5.3,3.34
24122,2.12,Ideal,I,SI1,62.2,57.0,12284,8.21,8.14,5.08
16472,1.2,Ideal,I,VVS2,61.5,57.0,6581,6.91,6.82,4.22
28349,0.33,Ideal,G,VS1,61.1,56.0,666,4.46,4.48,2.73
17879,1.22,Ideal,E,SI1,61.7,56.0,7215,6.92,6.88,4.26
20832,1.52,Premium,I,VS2,59.0,59.0,9057,7.53,7.46,4.42
40891,0.5,Fair,E,SI1,65.0,58.0,1176,4.98,4.9,3.21
3599,0.9,Good,D,SI2,63.5,62.0,3425,6.09,6.13,3.88
35821,0.31,Ideal,F,IF,62.1,54.0,914,4.36,4.4,2.72
8980,1.01,Good,E,SI2,58.5,61.0,4506,6.51,6.55,3.82
17748,1.12,Ideal,D,SI1,61.2,58.0,7145,6.65,6.68,4.08
32002,0.42,Very Good,I,VS1,62.1,57.0,777,4.78,4.8,2.98
23874,1.51,Ideal,H,VS1,62.3,57.0,11967,7.34,7.29,4.55
1569,0.91,Very Good,I,SI2,63.4,58.0,3006,6.08,6.12,3.87
20726,0.31,Ideal,F,VS2,61.9,55.0,625,4.37,4.39,2.71
33068,0.32,Ideal,H,IF,61.6,55.0,814,4.41,4.42,2.72
39176,0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
24170,1.71,Ideal,I,VS2,61.9,54.0,12342,7.65,7.75,4.77
53869,0.75,Premium,F,SI1,61.1,59.0,2744,5.86,5.79,3.56
2286,0.9,Very Good,H,SI2,62.9,57.0,3160,6.09,6.16,3.85
2348,1.03,Premium,H,I1,61.1,60.0,3172,6.46,6.51,3.96
15900,1.07,Very Good,G,VS2,63.0,55.0,6355,6.5,6.55,4.11
46286,0.59,Ideal,E,VS2,61.4,56.0,1755,5.33,5.42,3.3
42061,0.48,Premium,H,VS1,60.7,61.0,1270,5.04,5.01,3.05
44318,0.31,Good,H,SI1,64.0,54.0,521,4.31,4.29,2.75
46445,0.6,Very Good,G,VS2,62.9,59.0,1773,5.35,5.39,3.38
42885,0.5,Ideal,E,SI2,60.7,56.0,1359,5.16,5.19,3.14
47028,0.56,Ideal,H,VVS1,62.1,54.0,1819,5.28,5.31,3.29
34085,0.36,Ideal,D,VS2,61.5,57.0,852,4.56,4.58,2.81
23270,1.53,Premium,H,VS2,62.2,58.0,11280,7.34,7.3,4.55
47304,0.23,Good,G,VVS1,56.2,60.0,395,4.14,4.19,2.34
32954,0.35,Premium,J,VS1,62.2,58.0,460,4.49,4.54,2.81
35677,0.42,Very Good,D,VS2,63.2,58.0,910,4.77,4.79,3.02
28451,0.32,Ideal,D,VS2,62.1,53.0,671,4.42,4.44,2.75
625,0.92,Ideal,D,SI2,61.9,56.0,2840,6.27,6.2,3.86
1941,0.9,Premium,E,SI2,59.5,61.0,3084,6.3,6.24,3.73
15865,1.01,Ideal,E,SI1,61.1,57.0,6346,6.5,6.47,3.96
51547,0.71,Ideal,I,VVS2,62.0,54.0,2387,5.72,5.76,3.56
18142,1.21,Ideal,F,SI1,61.2,59.0,7349,6.8,6.85,4.18
20997,1.12,Ideal,G,VVS2,61.9,57.0,9214,6.62,6.66,4.11
24292,1.06,Ideal,F,IF,61.9,55.0,12539,6.54,6.57,4.06
19114,1.03,Ideal,G,VS1,61.8,56.0,7880,6.46,6.51,4.01
16488,1.29,Premium,H,SI1,62.9,59.0,6588,7.0,6.84,4.35
9170,0.9,Very Good,G,VS2,62.7,59.0,4543,6.09,6.16,3.84
10698,0.9,Very Good,D,SI1,60.4,59.0,4846,6.21,6.24,3.76
13493,1.01,Fair,G,VS2,64.5,57.0,5538,6.26,6.2,4.02
30543,0.31,Premium,E,VS1,61.9,58.0,734,4.31,4.32,2.67
23598,1.76,Ideal,I,VS1,62.0,57.0,11616,7.71,7.74,4.79
3505,0.78,Very Good,F,VS1,60.6,57.0,3401,5.95,6.0,3.62
14730,0.3,Very Good,F,VS2,62.9,57.0,605,4.27,4.29,2.69
21645,1.24,Premium,D,VS2,59.3,58.0,9738,7.03,7.09,4.19
15003,1.0,Ideal,E,VS2,62.0,55.0,6043,6.42,6.38,3.97
6757,1.06,Ideal,I,SI2,61.9,59.0,4103,6.47,6.52,4.02
24630,2.01,Good,I,SI2,59.1,59.0,12964,8.09,8.14,4.8
8398,0.37,Premium,I,VS1,61.4,59.0,584,4.55,4.61,2.81
38516,0.36,Ideal,D,VVS2,62.0,54.0,1033,4.57,4.63,2.85
3821,0.73,Ideal,E,VS2,61.7,57.0,3470,5.75,5.78,3.55
14118,1.2,Very Good,I,VS2,62.5,59.0,5724,6.73,6.77,4.22
35885,0.32,Ideal,G,IF,61.0,57.0,918,4.41,4.44,2.7
19431,1.0,Good,F,VVS2,60.7,62.0,8079,6.36,6.4,3.87
9714,0.38,Very Good,E,SI2,62.5,61.0,590,4.59,4.63,2.88
26858,1.75,Ideal,G,VS2,62.6,56.0,16783,7.72,7.65,4.81
37683,0.38,Ideal,G,VVS1,61.7,55.0,993,4.67,4.7,2.89
47986,0.24,Very Good,F,VVS2,58.0,60.0,533,4.09,4.12,2.38
23207,1.28,Very Good,G,VVS1,60.3,59.0,11214,6.99,7.03,4.23
26261,2.13,Ideal,I,SI2,62.0,55.0,15718,8.25,8.27,5.12
41948,0.29,Ideal,D,VS1,61.7,57.0,504,4.23,4.26,2.62
48044,0.55,Ideal,D,VS2,61.6,56.0,1925,5.25,5.3,3.25
24381,0.32,Fair,F,SI1,64.4,54.0,638,4.36,4.33,2.8
10084,1.23,Very Good,H,SI2,63.2,58.0,4711,6.8,6.74,4.28
17698,1.51,Very Good,J,SI1,62.4,58.0,7136,7.27,7.32,4.55
11560,1.01,Premium,G,SI1,59.6,58.0,5034,6.61,6.54,3.92
21549,1.09,Ideal,D,VS1,62.3,56.0,9650,6.63,6.59,4.12
29148,0.4,Ideal,I,SI1,61.2,55.0,692,4.77,4.8,2.93
40886,0.57,Premium,F,SI2,61.7,59.0,1176,5.34,5.31,3.29
36053,0.31,Premium,G,IF,61.4,59.0,924,4.34,4.39,2.68
17185,1.02,Very Good,G,VS1,63.3,58.0,6861,6.42,6.38,4.05
38192,0.41,Ideal,D,SI1,62.2,57.0,1015,4.76,4.7,2.94
2651,0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56
9521,1.01,Premium,F,SI2,62.9,59.0,4616,6.32,6.27,3.96
53301,0.3,Very Good,I,VVS1,62.8,59.0,552,4.24,4.29,2.68
3784,0.96,Ideal,I,VS2,59.8,57.0,3462,6.42,6.39,3.83
30541,0.31,Premium,E,VS1,60.2,58.0,734,4.38,4.43,2.65
33721,0.42,Premium,E,SI2,58.8,60.0,838,4.9,4.86,2.87
7930,1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09
22157,1.58,Ideal,I,VS2,61.4,55.0,10197,7.49,7.55,4.62
22009,1.52,Premium,H,SI1,62.5,58.0,10078,7.33,7.29,4.57
11393,0.34,Ideal,E,SI1,60.7,57.0,596,4.48,4.51,2.73
28233,0.33,Ideal,F,VS2,61.9,57.0,666,4.4,4.42,2.73
45171,0.5,Premium,E,VS2,58.6,60.0,1654,5.21,5.16,3.04
53614,0.3,Very Good,D,SI1,62.2,61.0,552,4.24,4.28,2.65
3225,0.63,Ideal,F,VVS2,61.2,56.0,3351,5.53,5.55,3.39
28622,0.24,Very Good,G,VVS1,62.3,59.0,432,3.92,3.95,2.45
